id,code,parent_id/id,name,user_type/id,type,reconcile,child_consol_ids
acc_reg_204050202,204050202,acc_reg_2040502,Debiti v/asl Roma B - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020202,20405020202,acc_reg_204050202,Debiti v/asl Roma B - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050203,204050203,acc_reg_2040502,Debiti v/asl Roma C - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020303,20405020303,acc_reg_204050203,Debiti v/asl Roma C - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050204,204050204,acc_reg_2040502,Debiti v/asl Roma D - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020404,20405020404,acc_reg_204050204,Debiti v/asl Roma D - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050205,204050205,acc_reg_2040502,Debiti v/asl Roma E - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020505,20405020505,acc_reg_204050205,Debiti v/asl Roma E - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050206,204050206,acc_reg_2040502,Debiti v/asl Roma F - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020606,20405020606,acc_reg_204050206,Debiti v/asl Roma F - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050207,204050207,acc_reg_2040502,Debiti v/asl Roma G - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020707,20405020707,acc_reg_204050207,Debiti v/asl Roma G - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050208,204050208,acc_reg_2040502,Debiti v/asl Roma H - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020808,20405020808,acc_reg_204050208,Debiti v/asl Roma H - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050209,204050209,acc_reg_2040502,Debiti v/asl Viterbo - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405020909,20405020909,acc_reg_204050209,Debiti v/asl Viterbo - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050210,204050210,acc_reg_2040502,Debiti v/asl Rieti - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021010,20405021010,acc_reg_204050210,Debiti v/asl Rieti - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050211,204050211,acc_reg_2040502,Debiti v/asl Latina - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021111,20405021111,acc_reg_204050211,Debiti v/asl Latina - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050212,204050212,acc_reg_2040502,Debiti v/asl Frosinone - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021212,20405021212,acc_reg_204050212,Debiti v/asl Frosinone - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050213,204050213,acc_reg_2040502,Debiti v/S.Camillo Forlanini - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021313,20405021313,acc_reg_204050213,Debiti v/S.Camillo Forlanini - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050214,204050214,acc_reg_2040502,Debiti v/S.Giovanni Addolorata - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021414,20405021414,acc_reg_204050214,Debiti v/S.Giovanni Addolorata - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050215,204050215,acc_reg_2040502,Debiti v/S. Filippo Neri - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021515,20405021515,acc_reg_204050215,Debiti v/S. Filippo Neri - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050216,204050216,acc_reg_2040502,Debiti v/Policlinico Umberto I - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021616,20405021616,acc_reg_204050216,Debiti v/Policlinico Umberto I - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050217,204050217,acc_reg_2040502,Debiti v/IFO - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021717,20405021717,acc_reg_204050217,Debiti v/IFO - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050218,204050218,acc_reg_2040502,Debiti v/INMI - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021818,20405021818,acc_reg_204050218,Debiti v/INMI - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050219,204050219,acc_reg_2040502,Debiti v/S.Andrea - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405021919,20405021919,acc_reg_204050219,Debiti v/S.Andrea - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050220,204050220,acc_reg_2040502,Debiti v/Policlinico Tor Vergata - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405022020,20405022020,acc_reg_204050220,Debiti v/Policlinico Tor Vergata - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050221,204050221,acc_reg_2040502,Debiti v/ARES - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405022121,20405022121,acc_reg_204050221,Debiti v/ARES - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050299,204050299,acc_reg_2040502,Debiti v/Aziende sanitarie pubbliche della Regione - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_view,view,FALSE,PDA170
acc_reg_20405029999,20405029999,acc_reg_204050299,Debiti v/Aziende sanitarie pubbliche della Regione - per finanziamento sanitario aggiuntivo corrente LEA,account.data_account_type_liability,other,FALSE,
acc_reg_2040503,2040503,acc_reg_20405,Debiti v/Aziende sanitarie pubbliche della Regione - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,
acc_reg_204050301,204050301,acc_reg_2040503,Debiti v/asl Roma A - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030101,20405030101,acc_reg_204050301,Debiti v/asl Roma A - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050302,204050302,acc_reg_2040503,Debiti v/asl Roma B - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030202,20405030202,acc_reg_204050302,Debiti v/asl Roma B - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050303,204050303,acc_reg_2040503,Debiti v/asl Roma C - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030303,20405030303,acc_reg_204050303,Debiti v/asl Roma C - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050304,204050304,acc_reg_2040503,Debiti v/asl Roma D - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030404,20405030404,acc_reg_204050304,Debiti v/asl Roma D - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050305,204050305,acc_reg_2040503,Debiti v/asl Roma E - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030505,20405030505,acc_reg_204050305,Debiti v/asl Roma E - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050306,204050306,acc_reg_2040503,Debiti v/asl Roma F - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030606,20405030606,acc_reg_204050306,Debiti v/asl Roma F - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050307,204050307,acc_reg_2040503,Debiti v/asl Roma G - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030707,20405030707,acc_reg_204050307,Debiti v/asl Roma G - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050308,204050308,acc_reg_2040503,Debiti v/asl Roma H - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030808,20405030808,acc_reg_204050308,Debiti v/asl Roma H - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050309,204050309,acc_reg_2040503,Debiti v/asl Viterbo - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405030909,20405030909,acc_reg_204050309,Debiti v/asl Viterbo - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050310,204050310,acc_reg_2040503,Debiti v/asl Rieti - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031010,20405031010,acc_reg_204050310,Debiti v/asl Rieti - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050311,204050311,acc_reg_2040503,Debiti v/asl Latina - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031111,20405031111,acc_reg_204050311,Debiti v/asl Latina - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050312,204050312,acc_reg_2040503,Debiti v/asl Frosinone - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031212,20405031212,acc_reg_204050312,Debiti v/asl Frosinone - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050313,204050313,acc_reg_2040503,Debiti v/S.Camillo Forlanini - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031313,20405031313,acc_reg_204050313,Debiti v/S.Camillo Forlanini - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050314,204050314,acc_reg_2040503,Debiti v/S.Giovanni Addolorata - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031414,20405031414,acc_reg_204050314,Debiti v/S.Giovanni Addolorata - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050315,204050315,acc_reg_2040503,Debiti v/S. Filippo Neri - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031515,20405031515,acc_reg_204050315,Debiti v/S. Filippo Neri - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050316,204050316,acc_reg_2040503,Debiti v/Policlinico Umberto I - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031616,20405031616,acc_reg_204050316,Debiti v/Policlinico Umberto I - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050317,204050317,acc_reg_2040503,Debiti v/IFO - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031717,20405031717,acc_reg_204050317,Debiti v/IFO - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050318,204050318,acc_reg_2040503,Debiti v/INMI - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031818,20405031818,acc_reg_204050318,Debiti v/INMI - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050319,204050319,acc_reg_2040503,Debiti v/S.Andrea - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405031919,20405031919,acc_reg_204050319,Debiti v/S.Andrea - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050320,204050320,acc_reg_2040503,Debiti v/Policlinico Tor Vergata - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405032020,20405032020,acc_reg_204050320,Debiti v/Policlinico Tor Vergata - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_204050321,204050321,acc_reg_2040503,Debiti v/ARES - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_view,view,FALSE,PDA180
acc_reg_20405032121,20405032121,acc_reg_204050321,Debiti v/ARES - per finanziamento sanitario aggiuntivo corrente extra LEA,account.data_account_type_liability,other,FALSE,
acc_reg_2040504,2040504,acc_reg_20405,Debiti v/Aziende sanitarie pubbliche della Regione - per mobilità in compensazione,account.data_account_type_view,view,FALSE,
acc_reg_204050401,204050401,acc_reg_2040504,Debiti v/asl Roma A - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040101,20405040101,acc_reg_204050401,Debiti v/asl Roma A - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050402,204050402,acc_reg_2040504,Debiti v/asl Roma B - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040202,20405040202,acc_reg_204050402,Debiti v/asl Roma B - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050403,204050403,acc_reg_2040504,Debiti v/asl Roma C - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040303,20405040303,acc_reg_204050403,Debiti v/asl Roma C - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050404,204050404,acc_reg_2040504,Debiti v/asl Roma D - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040404,20405040404,acc_reg_204050404,Debiti v/asl Roma D - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050405,204050405,acc_reg_2040504,Debiti v/asl Roma E - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040505,20405040505,acc_reg_204050405,Debiti v/asl Roma E - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050406,204050406,acc_reg_2040504,Debiti v/asl Roma F - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040606,20405040606,acc_reg_204050406,Debiti v/asl Roma F - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050407,204050407,acc_reg_2040504,Debiti v/asl Roma G - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040707,20405040707,acc_reg_204050407,Debiti v/asl Roma G - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050408,204050408,acc_reg_2040504,Debiti v/asl Roma H - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040808,20405040808,acc_reg_204050408,Debiti v/asl Roma H - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050409,204050409,acc_reg_2040504,Debiti v/asl Viterbo - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405040909,20405040909,acc_reg_204050409,Debiti v/asl Viterbo - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050410,204050410,acc_reg_2040504,Debiti v/asl Rieti - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041010,20405041010,acc_reg_204050410,Debiti v/asl Rieti - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050411,204050411,acc_reg_2040504,Debiti v/asl Latina - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041111,20405041111,acc_reg_204050411,Debiti v/asl Latina - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050412,204050412,acc_reg_2040504,Debiti v/asl Frosinone - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041212,20405041212,acc_reg_204050412,Debiti v/asl Frosinone - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050413,204050413,acc_reg_2040504,Debiti v/S.Camillo Forlanini - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041313,20405041313,acc_reg_204050413,Debiti v/S.Camillo Forlanini - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050414,204050414,acc_reg_2040504,Debiti v/S.Giovanni Addolorata- per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041414,20405041414,acc_reg_204050414,Debiti v/S.Giovanni Addolorata- per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050415,204050415,acc_reg_2040504,Debiti v/S. Filippo Neri - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041515,20405041515,acc_reg_204050415,Debiti v/S. Filippo Neri - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050416,204050416,acc_reg_2040504,Debiti v/Policlinico Umberto I - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041616,20405041616,acc_reg_204050416,Debiti v/Policlinico Umberto I - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050417,204050417,acc_reg_2040504,Debiti v/IFO - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041717,20405041717,acc_reg_204050417,Debiti v/IFO - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050418,204050418,acc_reg_2040504,Debiti v/INMI - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041818,20405041818,acc_reg_204050418,Debiti v/INMI - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050419,204050419,acc_reg_2040504,Debiti v/S.Andrea - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405041919,20405041919,acc_reg_204050419,Debiti v/S.Andrea - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050420,204050420,acc_reg_2040504,Debiti v/Policlinico Tor Vergata - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405042020,20405042020,acc_reg_204050420,Debiti v/Policlinico Tor Vergata - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050421,204050421,acc_reg_2040504,Debiti v/ARES - per mobilità in compensazione,account.data_account_type_view,view,FALSE,PDA190
acc_reg_20405042121,20405042121,acc_reg_204050421,Debiti v/ARES - per mobilità in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_2040505,2040505,acc_reg_20405,Debiti v/Aziende sanitarie pubbliche della Regione - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,
acc_reg_204050501,204050501,acc_reg_2040505,Debiti v/asl Roma A - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050101,20405050101,acc_reg_204050501,Debiti v/asl Roma A - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050502,204050502,acc_reg_2040505,Debiti v/asl Roma B - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050202,20405050202,acc_reg_204050502,Debiti v/asl Roma B - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050503,204050503,acc_reg_2040505,Debiti v/asl Roma C - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050303,20405050303,acc_reg_204050503,Debiti v/asl Roma C - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050504,204050504,acc_reg_2040505,Debiti v/asl Roma D - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050404,20405050404,acc_reg_204050504,Debiti v/asl Roma D - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050505,204050505,acc_reg_2040505,Debiti v/asl Roma E - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050505,20405050505,acc_reg_204050505,Debiti v/asl Roma E - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050506,204050506,acc_reg_2040505,Debiti v/asl Roma F - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050606,20405050606,acc_reg_204050506,Debiti v/asl Roma F - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050507,204050507,acc_reg_2040505,Debiti v/asl Roma G - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050707,20405050707,acc_reg_204050507,Debiti v/asl Roma G - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050508,204050508,acc_reg_2040505,Debiti v/asl Roma H - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050808,20405050808,acc_reg_204050508,Debiti v/asl Roma H - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050509,204050509,acc_reg_2040505,Debiti v/asl Viterbo - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405050909,20405050909,acc_reg_204050509,Debiti v/asl Viterbo - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050510,204050510,acc_reg_2040505,Debiti v/asl Rieti - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051010,20405051010,acc_reg_204050510,Debiti v/asl Rieti - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050511,204050511,acc_reg_2040505,Debiti v/asl Latina - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051111,20405051111,acc_reg_204050511,Debiti v/asl Latina - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050512,204050512,acc_reg_2040505,Debiti v/asl Frosinone - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051212,20405051212,acc_reg_204050512,Debiti v/asl Frosinone - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050513,204050513,acc_reg_2040505,Debiti v/S.Camillo Forlanini - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051313,20405051313,acc_reg_204050513,Debiti v/S.Camillo Forlanini - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050514,204050514,acc_reg_2040505,Debiti v/S.Giovanni Addolorata - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051414,20405051414,acc_reg_204050514,Debiti v/S.Giovanni Addolorata - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050515,204050515,acc_reg_2040505,Debiti v/S. Filippo Neri - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051515,20405051515,acc_reg_204050515,Debiti v/S. Filippo Neri - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050516,204050516,acc_reg_2040505,Debiti v/Policlinico Umberto I - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051616,20405051616,acc_reg_204050516,Debiti v/Policlinico Umberto I - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050517,204050517,acc_reg_2040505,Debiti v/IFO - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051717,20405051717,acc_reg_204050517,Debiti v/IFO - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050518,204050518,acc_reg_2040505,Debiti v/INMI - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051818,20405051818,acc_reg_204050518,Debiti v/INMI - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050519,204050519,acc_reg_2040505,Debiti v/S.Andrea - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405051919,20405051919,acc_reg_204050519,Debiti v/S.Andrea - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050520,204050520,acc_reg_2040505,Debiti v/Policlinico Tor Vergata - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405052020,20405052020,acc_reg_204050520,Debiti v/Policlinico Tor Vergata - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_204050521,204050521,acc_reg_2040505,Debiti v/ARES - per mobilità non in compensazione,account.data_account_type_view,view,FALSE,PDA200
acc_reg_20405052121,20405052121,acc_reg_204050521,Debiti v/ARES - per mobilità non in compensazione,account.data_account_type_liability,other,FALSE,
acc_reg_2040506,2040506,acc_reg_20405,Debiti v/Aziende sanitarie pubbliche della Regione - per altre prestazioni,account.data_account_type_view,view,FALSE,
acc_reg_204050601,204050601,acc_reg_2040506,Debiti v/asl Roma A - per altre prestazioni,account.data_account_type_view,view,FALSE,PDA210
acc_reg_20405060101,20405060101,acc_reg_204050601,Debiti v/asl Roma A - per altre prestazioni,account.data_account_type_liability,other,FALSE,
acc_reg_204050602,204050602,acc_reg_2040506,Debiti v/asl Roma B - per altre prestazioni,account.data_account_type_view,view,FALSE,PDA210
acc_reg_20405060202,20405060202,acc_reg_204050602,Debiti v/asl Roma B - per altre prestazioni,account.data_account_type_liability,other,FALSE,
acc_reg_204050603,204050603,acc_reg_2040506,Debiti v/asl Roma C - per altre prestazioni,account.data_account_type_view,view,FALSE,PDA210
acc_reg_20405060303,20405060303,acc_reg_204050603,Debiti v/asl Roma C - per altre prestazioni,account.data_account_type_liability,other,FALSE,
acc_reg_204050604,204050604,acc_reg_2040506,Debiti v/asl Roma D - per altre prestazioni,account.data_account_type_view,view,FALSE,PDA210
acc_reg_20405060404,20405060404,acc_reg_204050604,Debiti v/asl Roma D - per altre prestazioni,account.data_account_type_liability,other,FALSE,
