id,code,parent_id/id,name,user_type/id,type,reconcile,child_consol_ids/id
acc_reg_10202151313,10202151313,acc_reg_102021513,Crediti v/S.Camillo Forlanini - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021514,102021514,acc_reg_1020215,Crediti v/S.Giovanni Addolorata - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202151414,10202151414,acc_reg_102021514,Crediti v/S.Giovanni Addolorata - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021515,102021515,acc_reg_1020215,Crediti v/S. Filippo Neri - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202151515,10202151515,acc_reg_102021515,Crediti v/S. Filippo Neri - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021516,102021516,acc_reg_1020215,Crediti v/Policlinico Umberto I - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202151616,10202151616,acc_reg_102021516,Crediti v/Policlinico Umberto I - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021517,102021517,acc_reg_1020215,Crediti v/IFO - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202151717,10202151717,acc_reg_102021517,Crediti v/IFO - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021518,102021518,acc_reg_1020215,Crediti v/INMI - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202151818,10202151818,acc_reg_102021518,Crediti v/INMI - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021519,102021519,acc_reg_1020215,Crediti v/S.Andrea - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202151919,10202151919,acc_reg_102021519,Crediti v/S.Andrea - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021520,102021520,acc_reg_1020215,Crediti v/Policlinico Tor Vergata - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202152020,10202152020,acc_reg_102021520,Crediti v/Policlinico Tor Vergata - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021521,102021521,acc_reg_1020215,Crediti v/ARES - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202152121,10202152121,acc_reg_102021521,Crediti v/ARES - per acconto quota FSR da distribuire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020216,1020216,acc_reg_10202,Crediti v/Aziende sanitarie pubbliche Extraregione,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102021601,102021601,acc_reg_1020216,Crediti v/Aziende sanitarie pubbliche Extraregione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202160101,10202160101,acc_reg_102021601,Crediti v/Aziende sanitarie pubbliche Extraregione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020217,1020217,acc_reg_10202,Crediti v/enti regionali,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102021701,102021701,acc_reg_1020217,Crediti v/enti regionali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202170101,10202170101,acc_reg_102021701,Crediti v/enti regionali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020218,1020218,acc_reg_10202,Crediti v/sperimentazioni gestionali,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102021801,102021801,acc_reg_1020218,Crediti v/sperimentazioni gestionali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202180101,10202180101,acc_reg_102021801,Crediti v/sperimentazioni gestionali,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020219,1020219,acc_reg_10202,Crediti v/altre partecipate,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102021901,102021901,acc_reg_1020219,Crediti v/ARPA,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202190101,10202190101,acc_reg_102021901,Crediti v/ARPA,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021902,102021902,acc_reg_1020219,Crediti v/altre partecipate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202190202,10202190202,acc_reg_102021902,Crediti v/altre partecipate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102021903,102021903,acc_reg_1020219,Fondo svalutazione crediti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202190303,10202190303,acc_reg_102021903,Fondo svalutazione crediti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020220,1020220,acc_reg_10202,Crediti v/Erario,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102022001,102022001,acc_reg_1020220,Erario c/Ires,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202200101,10202200101,acc_reg_102022001,Erario c/Ires,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022002,102022002,acc_reg_1020220,Erario c/Ires per acconti versati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202200202,10202200202,acc_reg_102022002,Erario c/Ires per acconti versati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022003,102022003,acc_reg_1020220,Erario c/ritenute,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202200303,10202200303,acc_reg_102022003,Erario c/ritenute,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022004,102022004,acc_reg_1020220,Erario c/Iva in sospensione su fatture di acquisto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202200404,10202200404,acc_reg_102022004,Erario c/Iva in sospensione su fatture di acquisto,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022005,102022005,acc_reg_1020220,Erario c/Iva per acconti versati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202200505,10202200505,acc_reg_102022005,Erario c/Iva per acconti versati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022006,102022006,acc_reg_1020220,Erario c/Iva chiesta a rimborso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202200606,10202200606,acc_reg_102022006,Erario c/Iva chiesta a rimborso,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022007,102022007,acc_reg_1020220,Credito verso Erario per imposte anticipate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202200707,10202200707,acc_reg_102022007,Credito verso Erario per imposte anticipate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020221,1020221,acc_reg_10202,Crediti v/clienti privati,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102022101,102022101,acc_reg_1020221,Crediti v/clienti privati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210101,10202210101,acc_reg_102022101,Crediti v/clienti privati,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022102,102022102,acc_reg_1020221,Crediti v/utenza per proventi da ticket,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210202,10202210202,acc_reg_102022102,Crediti v/utenza per proventi da ticket,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022103,102022103,acc_reg_1020221,Crediti v/clienti privati per anticipi mobilità attiva,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210303,10202210303,acc_reg_102022103,Crediti v/clienti privati per anticipi mobilità attiva,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022104,102022104,acc_reg_1020221,Crediti per fatture e note di credito da emettere,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210404,10202210404,acc_reg_102022104,Crediti per fatture e note di credito da emettere,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022105,102022105,acc_reg_1020221,Crediti v/società controllate e collegate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210505,10202210505,acc_reg_102022105,Crediti v/società controllate e collegate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022106,102022106,acc_reg_1020221,Crediti v/dipendenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210606,10202210606,acc_reg_102022106,Crediti v/dipendenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022107,102022107,acc_reg_1020221,Acconti verso erogatori (privati accreditati e convenzionati) di prestazioni sanitarie,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210707,10202210707,acc_reg_102022107,Acconti verso erogatori (privati accreditati e convenzionati) di prestazioni sanitarie,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102022108,102022108,acc_reg_1020221,Acconti verso altri fornitori,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202210808,10202210808,acc_reg_102022108,Acconti verso altri fornitori,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020222,1020222,acc_reg_10202,Crediti v/gestioni liquidatorie,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102022201,102022201,acc_reg_1020222,Crediti v/gestioni liquidatorie,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202220101,10202220101,acc_reg_102022201,Crediti v/gestioni liquidatorie,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020223,1020223,acc_reg_10202,Crediti v/altri soggetti pubblici,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102022301,102022301,acc_reg_1020223,Crediti v/altri soggetti pubblici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202230101,10202230101,acc_reg_102022301,Crediti v/altri soggetti pubblici,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020224,1020224,acc_reg_10202,Crediti v/altri soggetti pubblici per ricerca,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102022401,102022401,acc_reg_1020224,Crediti v/altri soggetti pubblici per ricerca,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202240101,10202240101,acc_reg_102022401,Crediti v/altri soggetti pubblici per ricerca,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020225,1020225,acc_reg_10202,Altri Crediti diversi,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102022501,102022501,acc_reg_1020225,Altri Crediti diversi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202250101,10202250101,acc_reg_102022501,Altri Crediti diversi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020226,1020226,acc_reg_10202,Fondo svalutazione crediti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102022601,102022601,acc_reg_1020226,Fondo svalutazione crediti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10202260101,10202260101,acc_reg_102022601,Fondo svalutazione crediti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10203,10203,acc_reg_102,ATTIVITA' FINANZIARIE CHE NON COSTITUISCONO IMMOBILIZZAZIONI,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_1020301,1020301,acc_reg_10203,Partecipazioni che non costituiscono immobilizzazioni,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102030101,102030101,acc_reg_1020301,Partecipazioni in imprese controllate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10203010101,10203010101,acc_reg_102030101,Partecipazioni in imprese controllate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102030102,102030102,acc_reg_1020301,Partecipazioni in imprese collegate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10203010202,10203010202,acc_reg_102030102,Partecipazioni in imprese collegate,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_102030103,102030103,acc_reg_1020301,Partecipazioni in altre imprese,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10203010303,10203010303,acc_reg_102030103,Partecipazioni in altre imprese,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020302,1020302,acc_reg_10203,Altri titoli che non costituiscono immobilizzazioni,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102030201,102030201,acc_reg_1020302,Altri titoli che non costituiscono immobilizzazioni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10203020101,10203020101,acc_reg_102030201,Altri titoli che non costituiscono immobilizzazioni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10204,10204,acc_reg_102,DISPONIBILITA' LIQUIDE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_1020401,1020401,acc_reg_10204,Cassa,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102040101,102040101,acc_reg_1020401,Cassa,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10204010101,10204010101,acc_reg_102040101,Cassa,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020402,1020402,acc_reg_10204,Istituto Tesoriere,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102040201,102040201,acc_reg_1020402,Istituto Tesoriere,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10204020101,10204020101,acc_reg_102040201,Istituto Tesoriere,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020403,1020403,acc_reg_10204,Tesoreria Unica,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102040301,102040301,acc_reg_1020403,Tesoreria Unica,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10204030101,10204030101,acc_reg_102040301,Tesoreria Unica,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1020404,1020404,acc_reg_10204,Conto corrente postale,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_102040401,102040401,acc_reg_1020404,Conto corrente postale,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10204040101,10204040101,acc_reg_102040401,Conto corrente postale,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_103,103,acc_reg_1,RATEI E RISCONTI ATTIVI,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_10301,10301,acc_reg_103,RATEI ATTIVI,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_1030101,1030101,acc_reg_10301,Ratei attivi,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_103010101,103010101,acc_reg_1030101,Ratei attivi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10301010101,10301010101,acc_reg_103010101,Ratei attivi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1030102,1030102,acc_reg_10301,Ratei attivi v/Aziende sanitarie pubbliche della Regione,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_103010201,103010201,acc_reg_1030102,Ratei attivi v/Aziende sanitarie pubbliche della Regione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10301020101,10301020101,acc_reg_103010201,Ratei attivi v/Aziende sanitarie pubbliche della Regione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10302,10302,acc_reg_103,RISCONTI ATTIVI,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_1030201,1030201,acc_reg_10302,Risconti attivi,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_103020101,103020101,acc_reg_1030201,Risconti attivi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10302010101,10302010101,acc_reg_103020101,Risconti attivi,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_1030202,1030202,acc_reg_10302,Risconti attivi v/Aziende sanitarie pubbliche della Regione,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_103020201,103020201,acc_reg_1030202,Risconti attivi v/Aziende sanitarie pubbliche della Regione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_10302020101,10302020101,acc_reg_103020201,Risconti attivi v/Aziende sanitarie pubbliche della Regione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2,2,acc_reg_0,PASSIVO,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201,201,acc_reg_2,PATRIMONIO NETTO,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_20101,20101,acc_reg_201,FONDO DI DOTAZIONE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_2010101,2010101,acc_reg_20101,Fondo di dotazione,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201010101,201010101,acc_reg_2010101,Fondo di dotazione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20101010101,20101010101,acc_reg_201010101,Fondo di dotazione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102,20102,acc_reg_201,FINANZIAMENTI PER INVESTIMENTI,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_2010201,2010201,acc_reg_20102,Finanziamenti per beni di prima dotazione,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201020101,201020101,acc_reg_2010201,Finanziamenti per beni di prima dotazione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102010101,20102010101,acc_reg_201020101,Finanziamenti per beni di prima dotazione,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010202,2010202,acc_reg_20102,Finanziamenti da Stato per investimenti - ex art. 20 legge 67/88,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201020201,201020201,acc_reg_2010202,Finanziamenti da Stato per investimenti - ex art. 20 legge 67/88,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102020101,20102020101,acc_reg_201020201,Finanziamenti da Stato per investimenti - ex art. 20 legge 67/88,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010203,2010203,acc_reg_20102,Finanziamenti da Stato per investimenti - ricerca,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201020301,201020301,acc_reg_2010203,Finanziamenti da Stato per investimenti - ricerca,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102030101,20102030101,acc_reg_201020301,Finanziamenti da Stato per investimenti - ricerca,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010204,2010204,acc_reg_20102,Finanziamenti da Stato per investimenti - altro,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201020401,201020401,acc_reg_2010204,Finanziamenti da Stato per investimenti - altro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102040101,20102040101,acc_reg_201020401,Finanziamenti da Stato per investimenti - altro,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010205,2010205,acc_reg_20102,Finanziamenti da Regione per investimenti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201020501,201020501,acc_reg_2010205,Finanziamenti da Regione per investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102050101,20102050101,acc_reg_201020501,Finanziamenti da Regione per investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010206,2010206,acc_reg_20102,Finanziamenti da altri soggetti pubblici per investimenti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201020601,201020601,acc_reg_2010206,Finanziamenti da altri soggetti pubblici per investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102060101,20102060101,acc_reg_201020601,Finanziamenti da altri soggetti pubblici per investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010207,2010207,acc_reg_20102,Finanziamenti per investimenti da rettifica contributi in conto esercizio,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201020701,201020701,acc_reg_2010207,Finanziamenti per investimenti da rettifica contributi in conto esercizio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20102070101,20102070101,acc_reg_201020701,Finanziamenti per investimenti da rettifica contributi in conto esercizio,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20103,20103,acc_reg_201,RISERVE DA DONAZIONI E LASCITI VINCOLATI AD INVESTIMENTI,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_2010301,2010301,acc_reg_20103,Riserve da donazioni e lasciti vincolati ad investimenti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201030101,201030101,acc_reg_2010301,Riserve da donazioni e lasciti vincolati ad investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20103010101,20103010101,acc_reg_201030101,Riserve da donazioni e lasciti vincolati ad investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20104,20104,acc_reg_201,ALTRE RISERVE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_2010401,2010401,acc_reg_20104,Riserve da rivalutazioni,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201040101,201040101,acc_reg_2010401,Riserve da rivalutazioni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20104010101,20104010101,acc_reg_201040101,Riserve da rivalutazioni,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010402,2010402,acc_reg_20104,Riserve da plusvalenze da reinvestire,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201040201,201040201,acc_reg_2010402,Riserve da plusvalenze da reinvestire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20104020101,20104020101,acc_reg_201040201,Riserve da plusvalenze da reinvestire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010403,2010403,acc_reg_20104,Contributi da reinvestire,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201040301,201040301,acc_reg_2010403,Contributi da reinvestire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20104030101,20104030101,acc_reg_201040301,Contributi da reinvestire,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010404,2010404,acc_reg_20104,Riserve da utili di esercizio destinati ad investimenti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201040401,201040401,acc_reg_2010404,Riserve da utili di esercizio destinati ad investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20104040101,20104040101,acc_reg_201040401,Riserve da utili di esercizio destinati ad investimenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010405,2010405,acc_reg_20104,Riserve diverse,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201040501,201040501,acc_reg_2010405,Riserve diverse,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20104050101,20104050101,acc_reg_201040501,Riserve diverse,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20105,20105,acc_reg_201,CONTRIBUTI PER RIPIANO PERDITE,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_2010501,2010501,acc_reg_20105,Contributi per copertura debiti al 31/12/2005,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201050101,201050101,acc_reg_2010501,Contributi per copertura debiti al 31/12/2005,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20105010101,20105010101,acc_reg_201050101,Contributi per copertura debiti al 31/12/2005,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010502,2010502,acc_reg_20105,Contributi per ricostituzione risorse da investimenti esercizi precedenti,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201050201,201050201,acc_reg_2010502,Contributi per ricostituzione risorse da investimenti esercizi precedenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20105020101,20105020101,acc_reg_201050201,Contributi per ricostituzione risorse da investimenti esercizi precedenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_2010503,2010503,acc_reg_20105,Altro,l10n_it_CEE_balance_generic.account_type_legalview1,view,TRUE,
acc_reg_201050301,201050301,acc_reg_2010503,Contributi per ripiani perdite anno precedente,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20105030101,20105030101,acc_reg_201050301,Contributi per ripiani perdite anno precedente,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_201050302,201050302,acc_reg_2010503,Contributi per ripiani perdite anni precedenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
acc_reg_20105030202,20105030202,acc_reg_201050302,Contributi per ripiani perdite anni precedenti,l10n_it_CEE_balance_generic.account_type_legalview3,consolidation,TRUE,
